Fresh Review Data
ranks 1 0.000145033
explore 1 0.000145033
sexual 2 0.000290065
desires 1 0.000145033
exclusively 1 0.000145033
boundaries 1 0.000145033
ebb 1 0.000145033
flow 1 0.000145033
length 1 0.000145033
handsome 1 0.000145033
handymanquasipimp 1 0.000145033
underplayed 1 0.000145033
hunky 1 0.000145033
johnathan 1 0.000145033
tchaikovsky 1 0.000145033
accepting 1 0.000145033
female 1 0.000145033
clients 2 0.000290065
crop 1 0.000145033
abbyas 1 0.000145033
42 1 0.000145033
20 1 0.000145033
sensual 1 0.000145033
allure 1 0.000145033
hesitate 1 0.000145033
bedding 1 0.000145033
meeting 1 0.000145033
redford 1 0.000145033
woman 2 0.000290065
audience 2 0.000290065
temperature 1 0.000145033
range 2 0.000290065
shy 1 0.000145033
overweight 1 0.000145033
voracious 1 0.000145033
barracuda 1 0.000145033
hesitant 1 0.000145033
deeper 1 0.000145033
questions 1 0.000145033
prices 1 0.000145033
fidelity 1 0.000145033
subtle 1 0.000145033
sophisticated 1 0.000145033
weigerts 1 0.000145033
edged 1 0.000145033
warm 2 0.000290065
gifts 1 0.000145033
dimensionality 1 0.000145033
misstep 1 0.000145033
defining 1 0.000145033
injury 1 0.000145033
sexually 1 0.000145033
uncomfortably 1 0.000145033
close 1 0.000145033
dirty 1 0.000145033
waters 1 0.000145033
comedic 1 0.000145033
starting 1 0.000145033
unfortunate 1 0.000145033
discounted 1 0.000145033
seeing 1 0.000145033
la 1 0.000145033
chicago 1 0.000145033
itunes 1 0.000145033
bullockour 1 0.000145033
latterday 1 0.000145033
june 1 0.000145033
defines 1 0.000145033
cinemais 1 0.000145033
hours 1 0.000145033
summer 1 0.000145033
mccarthy 1 0.000145033
predictable 1 0.000145033
earn 1 0.000145033
reported 1 0.000145033
multimilliondollar 1 0.000145033
salary 1 0.000145033
alfonso 1 0.000145033
cuarons 1 0.000145033
jonas 1 0.000145033
bullocks 4 0.000580131
cherished 1 0.000145033
along 1 0.000145033
familiara 1 0.000145033
harsh 1 0.000145033
clock 1 0.000145033
alive 1 0.000145033
plotline 1 0.000145033
cuaron 2 0.000290065
expands 1 0.000145033
jawdropping 1 0.000145033
proportions 1 0.000145033
thing 1 0.000145033
wilderness 1 0.000145033
127 1 0.000145033
wild 1 0.000145033
pit 1 0.000145033
puny 1 0.000145033
expanses 1 0.000145033
vastness 1 0.000145033
outer 1 0.000145033
dr 1 0.000145033
ryan 2 0.000290065
hundred 1 0.000145033
feet 1 0.000145033
earths 1 0.000145033
surface 1 0.000145033
kowalski 1 0.000145033
clooney 1 0.000145033
officer 1 0.000145033
walking 1 0.000145033
debris 2 0.000290065
russian 1 0.000145033
crash 1 0.000145033
slams 1 0.000145033
silent 1 0.000145033
knocks 1 0.000145033
satellites 1 0.000145033
preventing 1 0.000145033
communication 1 0.000145033
heck 1 0.000145033
75 1 0.000145033
mirrors 1 0.000145033
obstacle 1 0.000145033
shell 1 0.000145033
thelma 1 0.000145033
ritters 1 0.000145033
eve 1 0.000145033
stunning 1 0.000145033
rear 1 0.000145033
clooneys 1 0.000145033
typical 1 0.000145033
reassuring 1 0.000145033
supported 1 0.000145033
seamless 1 0.000145033
digitally 1 0.000145033
lubezkiis 1 0.000145033
visually 1 0.000145033
elegant 1 0.000145033
tracking 1 0.000145033
emotive 1 0.000145033
closeups 1 0.000145033
wideangle 1 0.000145033
rare 1 0.000145033
experiencea 1 0.000145033
breathtaking 1 0.000145033
forthcoming 1 0.000145033
adrift 1 0.000145033
sea 1 0.000145033
Rotten Review Data
palpable 1 0.000170999
itself 3 0.000512996
theres 8 0.00136799
direction 1 0.000170999
especially 1 0.000170999
dollars 1 0.000170999
terrorizing 1 0.000170999
half 2 0.000341997
hunt 1 0.000170999
superhero 2 0.000341997
devastated 1 0.000170999
time 23 0.00393297
message 3 0.000512996
assassin 1 0.000170999
favourite 1 0.000170999
recognizable 1 0.000170999
to 138 0.0235978
premise 1 0.000170999
nuances 1 0.000170999
seems 2 0.000341997
damon 1 0.000170999
authorship 1 0.000170999
bowen 1 0.000170999
clooney 3 0.000512996
a 196 0.0335157
pixels 12 0.00205198
were 11 0.00188098
that 71 0.0121409
at 19 0.00324897
nasa 1 0.000170999
scares 2 0.000341997
mom 2 0.000341997
lot 7 0.00119699
sarah 2 0.000341997
seeing 1 0.000170999
pays 1 0.000170999
disneys 3 0.000512996
saxon 1 0.000170999
designed 1 0.000170999
speaks 1 0.000170999
could 5 0.000854993
clutter 1 0.000170999
variation 1 0.000170999
twostory 1 0.000170999
about 20 0.00341997
wish 1 0.000170999
quit 2 0.000341997
like 27 0.00461696
straight 1 0.000170999
treat 1 0.000170999
best 1 0.000170999
tomorrowland 8 0.00136799
homes 1 0.000170999
zone 1 0.000170999
skynet 2 0.000341997
walks 1 0.000170999
crests 1 0.000170999
its 39 0.00666895
boredom 1 0.000170999
us 3 0.000512996
got 2 0.000341997
violence 2 0.000341997
character 10 0.00170999
impressive 1 0.000170999
hahn 1 0.000170999
realm 1 0.000170999
for 42 0.00718194
aspirational 1 0.000170999
it 52 0.00889193
franks 1 0.000170999
bridge 1 0.000170999
heads 2 0.000341997
emilia 1 0.000170999
longer 1 0.000170999
including 5 0.000854993
moved 1 0.000170999
george 1 0.000170999
connor 2 0.000341997
growth 2 0.000341997
athena 3 0.000512996
bluray 1 0.000170999
and 143 0.0244528
peril 1 0.000170999
multiple 1 0.000170999
calories 1 0.000170999
tale 1 0.000170999
humdrum 1 0.000170999
little 7 0.00119699
tone 1 0.000170999
savior 1 0.000170999
noir 1 0.000170999
subculture 1 0.000170999
this 26 0.00444596
terrorist 1 0.000170999
hugh 1 0.000170999
happen 3 0.000512996
who 22 0.00376197
deal 1 0.000170999
better 6 0.00102599
laurie 3 0.000512996
starts 2 0.000341997
measures 1 0.000170999
robots 4 0.000683995
family 6 0.00102599
two 5 0.000854993
we 8 0.00136799
hands 1 0.000170999
ive 3 0.000512996
quite 1 0.000170999
hunk 1 0.000170999
with 54 0.00923393
degree 1 0.000170999
explosions 2 0.000341997
nerdy 1 0.000170999
university 1 0.000170999
snob 1 0.000170999
positive 1 0.000170999
human 3 0.000512996
behavior 1 0.000170999
line 2 0.000341997
motion 1 0.000170999
puts 1 0.000170999
column 1 0.000170999
treats 1 0.000170999
tomorrowlands 1 0.000170999
geeky 1 0.000170999
sam 1 0.000170999
problem 1 0.000170999
face 1 0.000170999
hard 1 0.000170999
screaming 1 0.000170999
the 299 0.0511286
audience 1 0.000170999
sloping 1 0.000170999
dimension 1 0.000170999
spent 1 0.000170999
laid 2 0.000341997
fate 1 0.000170999
of 147 0.0251368
actually 7 0.00119699
cowriter 1 0.000170999
future 6 0.00102599
in 113 0.0193228
smart 3 0.000512996
young 5 0.000854993
girls 1 0.000170999
evokes 1 0.000170999
packedtothebrim 1 0.000170999
chin 1 0.000170999
skyscrapers 1 0.000170999
artificial 1 0.000170999
imaginative 1 0.000170999
love 1 0.000170999
culture 1 0.000170999
women 1 0.000170999
mass 3 0.000512996
sort 1 0.000170999
toasted 1 0.000170999
still 8 0.00136799
overly 3 0.000512996
supporting 1 0.000170999
terminator 8 0.00136799
nearly 2 0.000341997
rules 1 0.000170999
more 26 0.00444596
opened 1 0.000170999
pack 1 0.000170999
titular 2 0.000341997
genius 1 0.000170999
enigmatic 1 0.000170999
uniforms 1 0.000170999
material 2 0.000341997
say 3 0.000512996
exactly 1 0.000170999
doomed 1 0.000170999
poltergeist 2 0.000341997
asunder 1 0.000170999
comedian 1 0.000170999
yet 6 0.00102599
energy 2 0.000341997
learn 1 0.000170999
plenty 1 0.000170999
is 80 0.0136799
life 5 0.000854993
disasters 2 0.000341997
scifiactionadventurefamily 1 0.000170999
robot 3 0.000512996
dwayne 1 0.000170999
turned 2 0.000341997
treatment 1 0.000170999
romp 1 0.000170999
contrasted 1 0.000170999
freeway 1 0.000170999
killer 1 0.000170999
bird 3 0.000512996
soldiers 2 0.000341997
story 10 0.00170999
serious 2 0.000341997
nostalgic 1 0.000170999
merely 1 0.000170999
since 5 0.000854993
however 1 0.000170999
moment 5 0.000854993
hopeful 1 0.000170999
modern 2 0.000341997
aimed 1 0.000170999
confident 1 0.000170999
kiss 1 0.000170999
nostalgia 1 0.000170999
actual 2 0.000341997
bots 1 0.000170999
century 1 0.000170999
now 8 0.00136799
depict 1 0.000170999
bloody 2 0.000341997
central 1 0.000170999
find 5 0.000854993
ago 2 0.000341997
some 15 0.00256498
earnest 2 0.000341997
she 7 0.00119699
much 10 0.00170999
toys 3 0.000512996
kids 7 0.00119699
britt 1 0.000170999
1964 2 0.000341997
splashy 1 0.000170999
new 6 0.00102599
drone 2 0.000341997
too 4 0.000683995
tract 2 0.000341997
screen 1 0.000170999
thinkers 1 0.000170999
underground 1 0.000170999
york 4 0.000683995
enjoyably 1 0.000170999
worlds 3 0.000512996
wasnt 1 0.000170999
broken 2 0.000341997
forced 1 0.000170999
wait 2 0.000341997
definition 1 0.000170999
inspired 1 0.000170999
fair 2 0.000341997
where 7 0.00119699
platitude 1 0.000170999
11yearold 1 0.000170999
cant 2 0.000341997
frank 4 0.000683995
33 1 0.000170999
has 24 0.00410397
fiction 1 0.000170999
them 9 0.00153899
reese 3 0.000512996
columbus 1 0.000170999
older 2 0.000341997
goround 1 0.000170999
come 3 0.000512996
arnold 2 0.000341997
eventually 1 0.000170999
producers 1 0.000170999
top 2 0.000341997
trusted 1 0.000170999
thoughtlessness 1 0.000170999
minogues 1 0.000170999
show 2 0.000341997
griffin 3 0.000512996
off 6 0.00102599
doesnt 9 0.00153899
thematic 1 0.000170999
sprawling 1 0.000170999
use 3 0.000512996
bites 1 0.000170999
garden 1 0.000170999
jet 1 0.000170999
ready 4 0.000683995
happens 2 0.000341997
he 32 0.00547196
subdivision 1 0.000170999
wink 1 0.000170999
shuddering 1 0.000170999
built 3 0.000512996
meets 2 0.000341997
strikingly 1 0.000170999
conventional 1 0.000170999
crumble 1 0.000170999
fails 2 0.000341997
raffey 1 0.000170999
cassidy 2 0.000341997
rebellion 2 0.000341997
fight 2 0.000341997
leading 1 0.000170999
after 4 0.000683995
filled 2 0.000341997
clearly 3 0.000512996
endanger 1 0.000170999
twoplus 1 0.000170999
steals 1 0.000170999
unmoved 1 0.000170999
single 1 0.000170999
movie 25 0.00427497
lazy 1 0.000170999
an 30 0.00512996
girl 2 0.000341997
attacking 1 0.000170999
takes 3 0.000512996
him 16 0.00273598
inarguably 1 0.000170999
 40 0.00683995
championships 1 0.000170999
wheels 1 0.000170999
futuristic 1 0.000170999
timetravelling 2 0.000341997
allegories 1 0.000170999
mentioned 1 0.000170999
place 4 0.000683995
exists 1 0.000170999
johns 2 0.000341997
years 6 0.00102599
gives 2 0.000341997
change 3 0.000512996
another 4 0.000683995
either 1 0.000170999
part 1 0.000170999
achieve 2 0.000341997
move 3 0.000512996
do 8 0.00136799
all 17 0.00290698
great 2 0.000341997
people 15 0.00256498
minutes 1 0.000170999
stark 1 0.000170999
far 2 0.000341997
put 2 0.000341997
have 18 0.00307798
digital 2 0.000341997
simply 1 0.000170999
reading 1 0.000170999
foul 1 0.000170999
police 1 0.000170999
exercise 1 0.000170999
robertson 2 0.000341997
highconcept 1 0.000170999
gathered 1 0.000170999
yielded 1 0.000170999
basically 3 0.000512996
send 1 0.000170999
fast 1 0.000170999
useful 1 0.000170999
make 8 0.00136799
world 14 0.00239398
feels 4 0.000683995
suburbia 1 0.000170999
harmonious 1 0.000170999
fellow 1 0.000170999
fun 2 0.000341997
supposed 1 0.000170999
forward 1 0.000170999
idealization 1 0.000170999
than 15 0.00256498
professor 1 0.000170999
present 1 0.000170999
yourself 1 0.000170999
benchmark 1 0.000170999
high 1 0.000170999
day 5 0.000854993
lousy 1 0.000170999
focus 2 0.000341997
reminding 1 0.000170999
on 27 0.00461696
pop 1 0.000170999
ghost 2 0.000341997
nix 3 0.000512996
impossible 3 0.000512996
doomsdayminded 1 0.000170999
base 1 0.000170999
casey 3 0.000512996
led 2 0.000341997
heartwarming 1 0.000170999
idealistic 1 0.000170999
pep 1 0.000170999
recluse 1 0.000170999
nights 1 0.000170999
teenager 4 0.000683995
fascinated 1 0.000170999
from 26 0.00444596
likely 2 0.000341997
magnitude 1 0.000170999
inspire 1 0.000170999
space 3 0.000512996
exploration 1 0.000170999
saran 1 0.000170999
mogul 1 0.000170999
one 18 0.00307798
receives 1 0.000170999
barrage 1 0.000170999
mysterious 2 0.000341997
progressively 1 0.000170999
surprises 1 0.000170999
cooler 1 0.000170999
references 2 0.000341997
funny 2 0.000341997
by 36 0.00615595
ones 3 0.000512996
pin 1 0.000170999
uniform 1 0.000170999
rendering 1 0.000170999
gad 1 0.000170999
allows 1 0.000170999
rubblestrewn 1 0.000170999
known 1 0.000170999
but 44 0.00752394
rescue 4 0.000683995
around 1 0.000170999
magic 1 0.000170999
tasking 1 0.000170999
her 16 0.00273598
forth 1 0.000170999
schwarzenegger 5 0.000854993
elements 2 0.000341997
tough 2 0.000341997
glimpse 1 0.000170999
capsule 1 0.000170999
keeganmichael 1 0.000170999
event 3 0.000512996
resonance 1 0.000170999
introduces 1 0.000170999
muster 1 0.000170999
inside 1 0.000170999
grumpy 1 0.000170999
lives 4 0.000683995
ingame 1 0.000170999
midsummer 1 0.000170999
irwin 1 0.000170999
fortified 1 0.000170999
quiet 1 0.000170999
house 4 0.000683995
rocks 3 0.000512996
town 1 0.000170999
unnecessary 1 0.000170999
grownup 2 0.000341997
director 1 0.000170999
floating 1 0.000170999
bitter 1 0.000170999
impaled 1 0.000170999
variously 1 0.000170999
assassins 1 0.000170999
leaders 1 0.000170999
messages 1 0.000170999
disillusioned 1 0.000170999
greatness 2 0.000341997
program 1 0.000170999
his 26 0.00444596
heroics 1 0.000170999
home 8 0.00136799
pictures 1 0.000170999
bothered 1 0.000170999
having 6 0.00102599
spaceage 1 0.000170999
saw 1 0.000170999
gadgets 1 0.000170999
deleted 1 0.000170999
seen 1 0.000170999
letters 1 0.000170999
also 10 0.00170999
jolt 1 0.000170999
giant 7 0.00119699
dozens 1 0.000170999
familiar 2 0.000341997
rants 1 0.000170999
talk 2 0.000341997
tv 3 0.000512996
jolted 1 0.000170999
screens 1 0.000170999
flashing 1 0.000170999
caught 1 0.000170999
devastation 2 0.000341997
constant 1 0.000170999
images 1 0.000170999
maybe 3 0.000512996
understand 1 0.000170999
conquered 1 0.000170999
war 6 0.00102599
obey 1 0.000170999
deliver 1 0.000170999
starvation 1 0.000170999
decades 1 0.000170999
throughout 2 0.000341997
control 2 0.000341997
outings 1 0.000170999
started 2 0.000341997
dinklage 2 0.000341997
fires 1 0.000170999
container 1 0.000170999
films 4 0.000683995
break 1 0.000170999
floods 1 0.000170999
everyone 2 0.000341997
if 11 0.00188098
dumped 1 0.000170999
pleads 1 0.000170999
flower 1 0.000170999
escape 2 0.000341997
take 3 0.000512996
comes 4 0.000683995
nameless 1 0.000170999
hes 12 0.00205198
isnt 4 0.000683995
money 1 0.000170999
until 5 0.000854993
again 2 0.000341997
battles 2 0.000341997
robbie 1 0.000170999
team 2 0.000341997
caseys 1 0.000170999
feeling 5 0.000854993
tail 1 0.000170999
callousness 1 0.000170999
upon 1 0.000170999
mind 1 0.000170999
parking 1 0.000170999
kid 1 0.000170999
their 11 0.00188098
rocketlaunched 1 0.000170999
wears 1 0.000170999
looked 1 0.000170999
airborne 1 0.000170999
disquieting 1 0.000170999
con 1 0.000170999
bathtub 1 0.000170999
awesome 1 0.000170999
apparently 1 0.000170999
lucky 1 0.000170999
price 1 0.000170999
dispatched 1 0.000170999
angeles 3 0.000512996
quakerelated 1 0.000170999
scientist 2 0.000341997
star 3 0.000512996
qbert 1 0.000170999
channing 1 0.000170999
smaller 2 0.000341997
lost 2 0.000341997
demands 1 0.000170999
faith 1 0.000170999
toddler 1 0.000170999
accent 2 0.000341997
beings 1 0.000170999
will 13 0.00222298
premises 1 0.000170999
personal 1 0.000170999
while 6 0.00102599
enveloping 1 0.000170999
kyle 3 0.000512996
surreally 1 0.000170999
footage 1 0.000170999
sequence 3 0.000512996
catches 1 0.000170999
reporter 1 0.000170999
brings 1 0.000170999
butt 1 0.000170999
dressed 1 0.000170999
disappointmentfueled 1 0.000170999
training 1 0.000170999
battle 1 0.000170999
monica 1 0.000170999
up 29 0.00495896
watching 2 0.000341997
save 4 0.000683995
mate 1 0.000170999
keep 1 0.000170999
may 1 0.000170999
delicious 1 0.000170999
taken 1 0.000170999
watch 2 0.000341997
heavyhanded 1 0.000170999
rebels 1 0.000170999
catlett 1 0.000170999
credit 1 0.000170999
force 1 0.000170999
center 1 0.000170999
each 2 0.000341997
previous 1 0.000170999
finds 2 0.000341997
bring 1 0.000170999
was 13 0.00222298
predictably 1 0.000170999
creepily 1 0.000170999
frivolous 1 0.000170999
others 1 0.000170999
crowdpleasing 1 0.000170999
twin 1 0.000170999
possibility 1 0.000170999
or 19 0.00324897
events 2 0.000341997
presence 1 0.000170999
satan 1 0.000170999
create 1 0.000170999
there 7 0.00119699
any 6 0.00102599
developer 1 0.000170999
are 23 0.00393297
clothing 1 0.000170999
geek 2 0.000341997
bits 1 0.000170999
vanderwerff 1 0.000170999
visual 2 0.000341997
delightful 1 0.000170999
headstones 1 0.000170999
firearm 1 0.000170999
arrested 1 0.000170999
which 25 0.00427497
performances 1 0.000170999
todays 1 0.000170999
trauma 1 0.000170999
complex 1 0.000170999
judy 1 0.000170999
generation 1 0.000170999
130 1 0.000170999
good 4 0.000683995
source 1 0.000170999
greer 1 0.000170999
going 3 0.000512996
thats 7 0.00119699
respect 1 0.000170999
how 9 0.00153899
as 49 0.00837893
reason 1 0.000170999
schoolteacher 1 0.000170999
role 1 0.000170999
charms 1 0.000170999
customer 1 0.000170999
really 3 0.000512996
kathryn 1 0.000170999
plausible 1 0.000170999
sameness 1 0.000170999
key 2 0.000341997
real 9 0.00153899
david 1 0.000170999
child 2 0.000341997
griffins 2 0.000341997
recently 3 0.000512996
alternate 1 0.000170999
shows 1 0.000170999
bigscreen 1 0.000170999
poor 1 0.000170999
intense 1 0.000170999
below 1 0.000170999
though 4 0.000683995
rolling 1 0.000170999
effective 1 0.000170999
landscape 1 0.000170999
offbeat 1 0.000170999
replaced 1 0.000170999
owners 1 0.000170999
allen 1 0.000170999
williams 1 0.000170999
machines 1 0.000170999
comicbook 1 0.000170999
erratic 1 0.000170999
call 1 0.000170999
apart 1 0.000170999
search 1 0.000170999
shop 1 0.000170999
eyepopping 1 0.000170999
walt 2 0.000341997
they 21 0.00359097
action 5 0.000854993
assures 1 0.000170999
pulpy 1 0.000170999
lesson 1 0.000170999
sequences 2 0.000341997
blinkandyoullmissherfallingoutofabuilding 1 0.000170999
whip 1 0.000170999
heal 1 0.000170999
entirely 4 0.000683995
think 9 0.00153899
goes 1 0.000170999
straightforwardly 1 0.000170999
1984 1 0.000170999
went 1 0.000170999
into 18 0.00307798
safety 1 0.000170999
dramatically 2 0.000341997
laughing 1 0.000170999
ask 1 0.000170999
underlying 1 0.000170999
clements 1 0.000170999
mode 1 0.000170999
forever 1 0.000170999
modernday 1 0.000170999
get 12 0.00205198
ii 1 0.000170999
grow 1 0.000170999
unlikely 2 0.000341997
eiffel 1 0.000170999
austrian 1 0.000170999
attempting 1 0.000170999
nightmarishly 1 0.000170999
tower 1 0.000170999
distance 1 0.000170999
random 2 0.000341997
overpopulation 1 0.000170999
recall 1 0.000170999
does 6 0.00102599
thanks 2 0.000341997
series 1 0.000170999
wouldnt 1 0.000170999
seismic 1 0.000170999
splits 1 0.000170999
launch 1 0.000170999
preachy 1 0.000170999
numbing 1 0.000170999
rocket 1 0.000170999
hamilton 1 0.000170999
being 11 0.00188098
brad 2 0.000341997
lindelof 2 0.000341997
created 4 0.000683995
original 6 0.00102599
turning 1 0.000170999
began 1 0.000170999
homage 1 0.000170999
drama 2 0.000341997
concepts 1 0.000170999
widescale 1 0.000170999
small 1 0.000170999
electronics 1 0.000170999
names 1 0.000170999
ride 1 0.000170999
proven 1 0.000170999
peter 1 0.000170999
disney 3 0.000512996
cemetery 1 0.000170999
even 14 0.00239398
clarify 1 0.000170999
plays 2 0.000341997
unease 1 0.000170999
aimlessness 1 0.000170999
dc 1 0.000170999
special 2 0.000341997
jason 1 0.000170999
feelings 1 0.000170999
giamattis 1 0.000170999
stash 1 0.000170999
complete 1 0.000170999
fifth 1 0.000170999
hollow 1 0.000170999
monorail 1 0.000170999
looks 4 0.000683995
something 4 0.000683995
actors 1 0.000170999
himself 5 0.000854993
share 1 0.000170999
dreamt 1 0.000170999
plot 3 0.000512996
contemporary 1 0.000170999
both 8 0.00136799
give 4 0.000683995
john 2 0.000341997
said 5 0.000854993
optimism 1 0.000170999
dodging 1 0.000170999
menacing 1 0.000170999
greyer 1 0.000170999
navy 1 0.000170999
unlike 2 0.000341997
smooshed 1 0.000170999
pouring 1 0.000170999
revealed 2 0.000341997
particularly 1 0.000170999
against 2 0.000341997
relief 1 0.000170999
relish 1 0.000170999
apparent 2 0.000341997
buckles 1 0.000170999
apathy 1 0.000170999
range 2 0.000341997
characterized 1 0.000170999
cosmic 1 0.000170999
shrug 1 0.000170999
washington 1 0.000170999
film 8 0.00136799
most 4 0.000683995
leads 1 0.000170999
scenarios 1 0.000170999
climate 1 0.000170999
virtuoso 1 0.000170999
humancaused 1 0.000170999
planet 2 0.000341997
streak 1 0.000170999
brush 1 0.000170999
realities 1 0.000170999
twice 1 0.000170999
try 1 0.000170999
dont 1 0.000170999
2004 1 0.000170999
america 1 0.000170999
business 1 0.000170999
improve 1 0.000170999
things 7 0.00119699
ingenious 1 0.000170999
summer 3 0.000512996
although 2 0.000341997
can 10 0.00170999
repeats 1 0.000170999
monster 1 0.000170999
point 10 0.00170999
flicks 1 0.000170999
lived 1 0.000170999
every 2 0.000341997
says 3 0.000512996
kaiju 1 0.000170999
early 2 0.000341997
land 1 0.000170999
association 1 0.000170999
you 17 0.00290698
politicians 1 0.000170999
carolanne 1 0.000170999
fears 2 0.000341997
pummeled 2 0.000341997
wont 1 0.000170999
first 6 0.00102599
nor 2 0.000341997
pg 1 0.000170999
absent 1 0.000170999
middle 2 0.000341997
porn 2 0.000341997
captains 1 0.000170999
ex 1 0.000170999
indeed 1 0.000170999
woven 1 0.000170999
industry 3 0.000512996
want 1 0.000170999
morning 1 0.000170999
together 5 0.000854993
gamer 2 0.000341997
courtesy 1 0.000170999
greased 1 0.000170999
stars 2 0.000341997
michelle 1 0.000170999
guardian 1 0.000170999
trip 3 0.000512996
development 2 0.000341997
listening 2 0.000341997
fairy 1 0.000170999
expensive 2 0.000341997
peyton 2 0.000341997
returned 1 0.000170999
release 2 0.000341997
obvious 1 0.000170999
approach 1 0.000170999
rated 1 0.000170999
heroic 1 0.000170999
picture 2 0.000341997
scifi 2 0.000341997
language 1 0.000170999
entire 2 0.000341997
destroyed 1 0.000170999
enjoying 1 0.000170999
running 2 0.000341997
hagendazs 1 0.000170999
rubble 1 0.000170999
memorable 1 0.000170999
just 15 0.00256498
extraordinary 1 0.000170999
realistic 1 0.000170999
out 15 0.00256498
weary 1 0.000170999
dust 1 0.000170999
mankind 1 0.000170999
kylie 1 0.000170999
appreciated 1 0.000170999
four 1 0.000170999
well 6 0.00102599
swallowed 1 0.000170999
popcorny 1 0.000170999
hed 1 0.000170999
cover 1 0.000170999
convenient 1 0.000170999
be 18 0.00307798
back 7 0.00119699
played 5 0.000854993
pops 1 0.000170999
oppression 1 0.000170999
labels 1 0.000170999
not 13 0.00222298
obsolete 1 0.000170999
car 2 0.000341997
keeps 1 0.000170999
neverexplained 1 0.000170999
packed 1 0.000170999
relatable 1 0.000170999
youve 1 0.000170999
earth 1 0.000170999
paying 1 0.000170999
flag 1 0.000170999
speaking 1 0.000170999
waited 1 0.000170999
marked 1 0.000170999
becomes 2 0.000341997
schwarzeneggers 4 0.000683995
heroine 1 0.000170999
career 1 0.000170999
carefully 1 0.000170999
buzzfeed 2 0.000341997
less 5 0.000854993
disturbing 4 0.000683995
missing 1 0.000170999
politician 1 0.000170999
called 3 0.000512996
persistent 2 0.000341997
genysis 6 0.00102599
youngest 1 0.000170999
pick 1 0.000170999
overmuscled 1 0.000170999
grew 2 0.000341997
gardening 1 0.000170999
courtney 1 0.000170999
way 10 0.00170999
famous 1 0.000170999
alone 1 0.000170999
franchise 1 0.000170999
travel 2 0.000341997
theory 1 0.000170999
become 4 0.000683995
slips 1 0.000170999
main 2 0.000341997
light 2 0.000341997
throw 1 0.000170999
what 10 0.00170999
spoke 1 0.000170999
vehicle 1 0.000170999
hobbies 1 0.000170999
old 3 0.000512996
bodybuilders 1 0.000170999
pieces 1 0.000170999
oh 1 0.000170999
promise 1 0.000170999
city 6 0.00102599
anarchic 1 0.000170999
depiction 1 0.000170999
trampled 1 0.000170999
movies 17 0.00290698
pacman 1 0.000170999
effects 2 0.000341997
else 3 0.000512996
except 1 0.000170999
helicopter 1 0.000170999
moments 1 0.000170999
know 5 0.000854993
end 2 0.000341997
alison 3 0.000512996
lightman 1 0.000170999
margo 9 0.00153899
crappier 1 0.000170999
instead 3 0.000512996
interpretation 1 0.000170999
elementary 1 0.000170999
fearsome 1 0.000170999
second 2 0.000341997
bit 2 0.000341997
comic 3 0.000512996
declares 1 0.000170999
months 1 0.000170999
other 5 0.000854993
rock 3 0.000512996
whos 2 0.000341997
smiles 1 0.000170999
patently 1 0.000170999
might 2 0.000341997
engines 1 0.000170999
false 1 0.000170999
grin 1 0.000170999
parody 1 0.000170999
nonhuman 1 0.000170999
raised 1 0.000170999
coldness 1 0.000170999
sabotage 1 0.000170999
spectacle 3 0.000512996
mention 1 0.000170999
supernatural 1 0.000170999
los 3 0.000512996
bringing 1 0.000170999
massive 2 0.000341997
nickname 1 0.000170999
acting 4 0.000683995
embellishes 1 0.000170999
shes 4 0.000683995
theyre 6 0.00102599
man 3 0.000512996
individuals 1 0.000170999
cg 1 0.000170999
between 4 0.000683995
almost 1 0.000170999
question 1 0.000170999
logic 2 0.000341997
disturbed 1 0.000170999
saga 1 0.000170999
moms 1 0.000170999
teeth 1 0.000170999
area 2 0.000341997
bonus 1 0.000170999
redux 1 0.000170999
twohour 1 0.000170999
creature 1 0.000170999
mainstream 1 0.000170999
nexus 1 0.000170999
computer 2 0.000341997
wreckage 2 0.000341997
over 8 0.00136799
clarke 2 0.000341997
machine 1 0.000170999
cloverfield 2 0.000341997
lieutenant 1 0.000170999
sounds 2 0.000341997
before 4 0.000683995
irresponsible 1 0.000170999
aussie 1 0.000170999
jai 1 0.000170999
lands 1 0.000170999
aliens 4 0.000683995
teams 2 0.000341997
pretty 1 0.000170999
filmmaking 2 0.000341997
mother 1 0.000170999
hold 1 0.000170999
timetravel 1 0.000170999
candle 1 0.000170999
broader 1 0.000170999
protagonist 1 0.000170999
linda 1 0.000170999
through 9 0.00153899
outlandish 2 0.000341997
state 1 0.000170999
memories 1 0.000170999
raptured 1 0.000170999
littered 1 0.000170999
earlier 2 0.000341997
someone 6 0.00102599
policeman 1 0.000170999
made 7 0.00119699
liquid 1 0.000170999
metal 1 0.000170999
reconstitute 1 0.000170999
supply 1 0.000170999
silver 1 0.000170999
why 4 0.000683995
paper 6 0.00102599
puddle 1 0.000170999
mean 2 0.000341997
protagonists 1 0.000170999
fake 1 0.000170999
effect 2 0.000341997
inane 1 0.000170999
rendered 1 0.000170999
when 11 0.00188098
surprised 1 0.000170999
fire 1 0.000170999
computergenerated 1 0.000170999
figure 2 0.000341997
title 1 0.000170999
interests 1 0.000170999
ludlow 1 0.000170999
younger 2 0.000341997
arrives 2 0.000341997
mr 1 0.000170999
universe 2 0.000341997
loma 1 0.000170999
muscles 1 0.000170999
desire 1 0.000170999
aircraft 1 0.000170999
intact 1 0.000170999
